EAR_Mean,EAR_Std,EAR_Median,MAR_Mean,MAR_Std,MAR_Median,PUC_Mean,PUC_Std,PUC_Median,MOE_Mean,MOE_Std,MOE_Median,%_Outside_Workspace,Total_Eyes_Closed_Time,%_No_Face_Detected,%_Yawn_Detected,Total_Blinks,Expression_Label
-5.879085143454085,2.066890033323744,-6.938880935699041,-8.281607692186418,3.4081623311548523,-8.76302135825171,0.4394798483921124,1.3702241328681917,0.3030319599265819,3.97801703602665,4.10955603590279,4.646623208373902,0.0,2.3006579875946045,0.0,0.0,0,0
1.1588335384359898,6.644593194056172,-0.6485260553625974,44.62825539241161,9.985522371527637,47.16227265057945,-3.089536901760382,3.717499227288824,-4.289729031584534,23.01778628629987,11.73041155483739,26.33056043417581,99.63768115942028,0.874269962310791,0.0,0.0,3,1
2.8951997286308058,1.198435140345619,3.389463464845937,-0.0283063471882804,1.9858702900993768,-0.4876637153665036,5.05607987935339,1.592901496317208,5.6531183681898405,-3.013835991684698,2.085847741217512,-3.746658464515036,88.84615384615384,0.0,0.0,0.0,0,2
-3.209336926031301,1.900492766584983,-2.886981173088252,-10.720629276856528,1.916698442716284,-11.286669670616403,3.207175623127104,1.0159537817969766,3.479824045074269,-1.65348475697574,2.638636291269552,-2.350669561920078,93.6026936026936,0.0,0.0,0.0,0,0
3.668055069965719,7.607937118786254,0.8090558555288436,29.249139649801712,21.24315285866279,26.47246284494207,-0.7184019003845353,3.821141828938704,-2.2252924556452243,10.010464349228972,7.167950889244411,7.797336301008447,54.78547854785478,1.5351941585540771,4.62046204620462,0.0,0,1
-0.1022409589549515,1.7398031287508988,0.6828424115494811,-3.4412889574269245,2.599266642703366,-4.047665321552084,2.939885904679673,2.3027285998040528,4.0393189560932745,-1.394420798434877,3.580212271769978,-2.805234487799244,81.42292490118577,0.0,0.0,0.0,0,2
-4.525220243649759,3.086025766604949,-4.900510651700516,1.1899323851797623,10.89320959173859,6.338875390642151,-1.190139784356943,6.581718227625349,-3.177457165456423,8.75243920271274,11.064795566453164,9.891975620929063,44.921875,3.661815881729126,0.0,0.0,0,0
2.525258023012216,0.3028064678784553,2.4939186963186555,3.1897637756877413,0.9599535726397326,3.2958155320327003,2.7703097994769,0.2983045771903174,2.768749541124224,-1.2695468896312,0.6610891208497377,-1.3323289261524125,0.0,0.0,0.0,0.0,0,1
1.6377524362595062,0.9830619676108756,1.861669197169304,3.529984729429545,1.848320641284099,4.020845416443782,2.1088993093267123,0.945497088276826,2.360950816543212,-0.1496247151938506,0.7188075265041858,-0.2256855951390016,0.0,0.0,0.0,0.0,0,2
-5.359959745293032,1.0981643380108117,-5.299518354124245,-4.401869121117815,1.4892566112173968,-4.105805952041923,1.0980465992991393,0.8652875254900625,0.9093012451787562,5.316678088391532,2.288966397961866,5.900569337045235,43.76996805111821,0.0,0.0,0.0,0,0
2.189078804285052,3.780885450389822,0.497041276858029,19.8806710404224,8.743860993769834,15.364327656440016,-1.7042744705169155,3.172211629675532,-3.019895318029309,7.104943206961345,3.003335055627599,6.952318691563885,97.02970297029702,1.4955215454101562,0.0,0.0,0,1
0.10373890135339,1.5462193184367743,0.6444061348936276,7.810253160768685,1.19583074763494,8.111223937045896,1.3992763367715488,1.310477579420733,1.8357520606052355,3.891190430407259,1.8497916837862065,3.541808747952211,0.0,0.0,0.0,0.0,0,2
-6.975762242773248,3.4942063893540065,-5.885212865381767,3.832357701231712,24.0645443761378,-6.874705900136672,-3.102098873392223,3.793886586886354,-2.5553771594633603,17.20038365277891,24.155147010057387,7.412492134838045,1.282051282051282,5.240517139434815,22.115384615384613,2.8846153846153846,0,0
0.8253076336769234,1.3908035246013228,1.219520683588686,16.923207296786863,3.4111563259870192,16.74425654981413,-0.2719939063515368,0.958066747015675,-0.2900219957658549,7.363257431778517,2.029106695446481,7.131472966351266,100.0,0.0,0.0,0.0,0,1
-0.6940307848323464,1.6402581553335664,0.0406858414356056,-2.909944164469292,5.620478447582966,-3.0569724673734,1.0212644544833889,1.0254774468591814,0.9545114176995146,-0.6375935172763666,2.480022377730726,-1.4919787058061038,0.0,0.6410601139068604,0.0,0.0,0,2
-4.573845116000673,1.2698746975287918,-4.891422120745872,-5.490443232763472,5.312332563722564,-6.927102521079462,-0.1686400821208744,0.7503386884402343,-0.2184696956731682,3.4044185466991297,4.685042012336596,2.7099798724747672,8.666666666666668,2.704833030700684,0.0,0.0,0,0
-4.98420284381073,2.2139924974709,-5.413840019797114,-12.08625664041561,2.63683230881336,-12.67093671445103,4.186294274673388,2.4920236455449065,4.054214551435394,0.0651301010802978,3.402604450228598,-0.214864266734179,95.75163398692813,0.0,0.0,0.0,0,1
-2.975899571922966,1.4379933563541591,-2.6432189183305503,-6.792388889453112,4.086465391323813,-7.713796024536405,0.7955560090717212,1.6614683400334886,0.8351468915016267,0.3653986934248521,4.253958206963119,-0.966559714810139,21.2,2.8822450637817383,0.0,0.0,0,2
-1.8631720707137864,2.388359039779113,-2.029516582051252,2.940555751019022,7.497478768376717,3.81412336808445,4.211899442826361,4.642751707555201,3.79236588171992,4.66384441192104,6.36095792306578,4.556923742624162,43.92857142857143,4.075314044952393,5.0,0.0,1,0
0.8221602110978949,6.758081834981563,-1.9291060771292805,30.83611096499308,26.644897975815795,20.574389061814315,-1.362655370047075,5.122175465604175,-3.5363146727816086,14.824811163168212,9.72916919887471,13.13443800825993,10.650887573964498,0.0,82.84023668639054,0.0,0,1
-1.6544090232134832,1.601057246083061,-1.7464032135368237,-0.7362919923317666,5.893573965007749,-3.329055922486729,-0.0036879695664588,1.5098816053003898,-0.2891615354440411,1.990666828692797,5.258896856668807,0.3575286241870553,0.0,0.0,0.0,0.0,0,2
-8.161687876929639,5.039003573516925,-6.917720711781897,14.592720567742568,13.39597691820033,8.564494982175635,-2.2263848805731628,1.7759051956835186,-2.119855080675587,22.246480862440595,11.97318450508332,20.795028446447013,36.7003367003367,0.7341711521148682,0.0,5.723905723905724,3,0
-17.158924523074152,13.90135307577981,-19.307510143528862,15.284587794202428,8.62283684404617,17.031197427387323,-7.217753320535783,3.1351441070114823,-7.0891819174158766,40.321195916589865,23.83394290453712,33.8464073791408,95.8762886597938,4.262737035751343,0.0,20.962199312714777,5,1
